date,total_rows,unique_hdds,total_failures
2023-10-27,268200,268200,15
2023-10-28,268178,268178,5
2023-10-29,267292,267292,13
2023-10-30,267296,267296,12
2023-10-31,268493,268493,7
2023-11-01,269692,269692,12
2023-11-02,269694,269694,26
2023-11-03,268769,268769,15
2023-11-04,269969,269969,8
2023-11-05,269973,269973,9
2023-11-06,269973,269973,29
2023-11-07,269970,269970,17
2023-11-08,269963,269963,14
2023-11-09,271109,271109,15
2023-11-10,271171,271171,15
2023-11-11,271170,271170,12
2023-11-12,271167,271167,7
2023-11-13,271176,271176,14
2023-11-14,271174,271174,19
2023-11-15,271162,271162,8
2023-11-16,271167,271167,10
2023-11-17,271166,271166,19
2023-11-18,271160,271160,11
2023-11-19,271134,271134,17
2023-11-20,272366,272366,5
2023-11-21,272363,272363,9
2023-11-22,272355,272355,16
2023-11-23,272366,272366,8
2023-11-24,272351,272351,8
2023-11-25,272309,272309,8
2023-11-26,272340,272340,22
2023-11-27,272346,272346,14
2023-11-28,272464,272464,6
2023-11-29,273541,273541,17
2023-11-30,273552,273552,25
2023-12-01,273559,273559,11
2023-12-02,273557,273557,10
2023-12-03,271726,271726,13
2023-12-04,271697,271697,9
2023-12-05,271721,271721,11
2023-12-06,271722,271722,9
2023-12-07,271720,271720,12
2023-12-08,269888,269888,12
2023-12-09,269884,269884,6
2023-12-10,269894,269894,8
2023-12-11,269890,269890,9
2023-12-12,269884,269884,15
2023-12-13,269881,269881,16
2023-12-14,269885,269885,12
2023-12-15,269888,269888,10
2023-12-16,269872,269872,15
2023-12-17,269883,269883,12
2023-12-18,207751,207751,11
2023-12-19,256348,256348,7
2023-12-20,271088,271088,21
2023-12-21,273507,273507,10
2023-12-22,274707,274707,8
2023-12-23,274708,274708,9
2023-12-24,274706,274706,1
2023-12-25,274702,274702,0
2023-12-26,274691,274691,2
2023-12-27,274656,274656,0
2023-12-28,274651,274651,2
2023-12-29,274659,274659,0
2023-12-30,274653,274653,0
2023-12-31,274667,274667,0
