smart_1_raw,smart_4_raw,smart_5_raw,smart_7_raw,smart_9_raw,smart_12_raw,smart_187_raw,smart_188_raw,smart_190_raw,smart_192_raw,smart_193_raw,smart_194_raw,smart_197_raw,smart_198_raw,smart_199_raw,smart_240_raw,smart_241_raw,smart_242_raw,failure,target_col
1.0,0.0035458214659829274,-0.006191437887695908,0.013449324987601638,0.00675436426029347,0.002988601873906811,-0.006783520508003164,-0.005621610306402416,0.004321792862344356,0.0073776566972926306,-0.00023529173161698184,0.004321792862344356,0.0004249952037417873,0.0004249952037417873,0.0057559883311049526,-0.0033629981798487117,0.0050359961550780555,0.0029707229015521826,-0.0014970947573099912,smart_1_raw
0.0035458214659829274,1.0,0.11156562253896087,0.06989773240523062,0.5103900400477237,0.9914547019424567,0.1867507530711485,0.375051332323469,-0.10196980683048619,0.24507949205795407,0.5283276624614761,-0.10196980683048619,0.10364593773030374,0.10364593773030374,0.26049014846534946,0.6521930679876128,0.5044497290174138,0.6925160836929425,0.10150635054514162,smart_4_raw
-0.006191437887695908,0.11156562253896087,1.0,0.1520327674101356,0.10583901362669297,0.10285193523268443,0.6756543710210436,0.15149729384525149,0.18646696727898732,0.22121615781948215,-0.0021206320956781576,0.18646696727898732,0.36223838894459653,0.36223838894459653,0.02351702588031683,0.05317886680149609,0.24404287861264623,0.17679267969959978,0.5351774079825385,smart_5_raw
0.013449324987601638,0.06989773240523062,0.1520327674101356,1.0,0.19656682376310455,0.07394624322928679,0.07531327719869779,-0.026299310312688742,0.18521595999869872,0.15482180212749133,0.13897190543060844,0.18521595999869872,-0.002744230374200744,-0.002744230374200744,-0.027695515561359258,0.09791844100267687,0.18884086156247679,0.14012306611440056,0.0583884280132718,smart_7_raw
0.00675436426029347,0.5103900400477237,0.10583901362669297,0.19656682376310455,1.0,0.5129319249340109,0.16314950659298139,-0.06766976787024999,-0.06252167633733076,-0.07961707904910618,0.4629028945829086,-0.06252167633733076,0.08866301770278559,0.08866301770278559,-0.04314162868165512,0.60274923348935,0.5209424614540925,0.6905079600986652,0.03143373547614376,smart_9_raw
0.002988601873906811,0.9914547019424567,0.10285193523268443,0.07394624322928679,0.5129319249340109,1.0,0.18114573667310435,0.3709460724165774,-0.09525952229317645,0.23375272306271402,0.533270810689139,-0.09525952229317645,0.10359214196902702,0.10359214196902702,0.2611531127795131,0.658586958145149,0.5018673672725406,0.6954485848645016,0.09590032877202628,smart_12_raw
-0.006783520508003164,0.1867507530711485,0.6756543710210436,0.07531327719869779,0.16314950659298139,0.18114573667310435,1.0,0.22846915959283623,0.0956991989817375,0.060941103699833576,0.08007699478558195,0.0956991989817375,0.5717657651911853,0.5717657651911853,0.0855163924404429,0.14596487451287976,0.24983427447222792,0.24029584549430208,0.6113590160629806,smart_187_raw
-0.005621610306402416,0.375051332323469,0.15149729384525149,-0.026299310312688742,-0.06766976787024999,0.3709460724165774,0.22846915959283623,1.0,-0.0575259763179437,0.17958174551600783,0.27156198080204996,-0.0575259763179437,0.1105767110939207,0.1105767110939207,0.4331375764375645,0.3285732879634158,0.41386602814589657,0.4156382734737784,0.1378176444348542,smart_188_raw
0.004321792862344356,-0.10196980683048619,0.18646696727898732,0.18521595999869872,-0.06252167633733076,-0.09525952229317645,0.0956991989817375,-0.0575259763179437,1.0,0.2691004873047452,-0.17408128299169517,1.0,-0.027035796112760795,-0.027035796112760795,-0.06613494166688134,-0.1785791621942793,0.15797300867801864,0.013790601732830601,0.04292810492180485,smart_190_raw
0.0073776566972926306,0.24507949205795407,0.22121615781948215,0.15482180212749133,-0.07961707904910618,0.23375272306271402,0.060941103699833576,0.17958174551600783,0.2691004873047452,1.0,-0.1733095350171481,0.2691004873047452,-0.08947203146855202,-0.08947203146855202,0.0859719702740593,0.013313498428952696,0.32581161709037276,0.2090830719780046,0.045534393328460154,smart_192_raw
-0.00023529173161698184,0.5283276624614761,-0.0021206320956781576,0.13897190543060844,0.4629028945829086,0.533270810689139,0.08007699478558195,0.27156198080204996,-0.17408128299169517,-0.1733095350171481,1.0,-0.17408128299169517,0.06526894373611988,0.06526894373611988,0.22336422536461006,0.5641119897434744,0.3194515550703441,0.4585337589986335,0.044819990416950395,smart_193_raw
0.004321792862344356,-0.10196980683048619,0.18646696727898732,0.18521595999869872,-0.06252167633733076,-0.09525952229317645,0.0956991989817375,-0.0575259763179437,1.0,0.2691004873047452,-0.17408128299169517,1.0,-0.027035796112760795,-0.027035796112760795,-0.06613494166688134,-0.1785791621942793,0.15797300867801864,0.013790601732830601,0.04292810492180485,smart_194_raw
0.0004249952037417873,0.10364593773030374,0.36223838894459653,-0.002744230374200744,0.08866301770278559,0.10359214196902702,0.5717657651911853,0.1105767110939207,-0.027035796112760795,-0.08947203146855202,0.06526894373611988,-0.027035796112760795,1.0,1.0,0.034262435998367945,0.07774010813668941,0.018306360938616904,0.0825352107310106,0.5056164373021635,smart_197_raw
0.0004249952037417873,0.10364593773030374,0.36223838894459653,-0.002744230374200744,0.08866301770278559,0.10359214196902702,0.5717657651911853,0.1105767110939207,-0.027035796112760795,-0.08947203146855202,0.06526894373611988,-0.027035796112760795,1.0,1.0,0.034262435998367945,0.07774010813668941,0.018306360938616904,0.0825352107310106,0.5056164373021635,smart_198_raw
