mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_weights,param_p,param_n_neighbors,param_leaf_size,param_algorithm,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.06772933006286622,0.03192795840763748,2.3664137840271,0.13350698950736808,uniform,2,32,50,ball_tree,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 32, 'leaf_size': 50, 'algorithm': 'ball_tree'}",0.8784107069013787,0.873495414862677,0.8697819111177256,0.877137949110644,0.8636555289453983,0.8724963021875649,0.0053488407307437005,16
0.08204407691955566,0.0032344633901982317,1.708185577392578,0.018405575159016866,uniform,1,50,39,kd_tree,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 50, 'leaf_size': 39, 'algorithm': 'kd_tree'}",0.8789565056210847,0.8743204270842876,0.8653971136334192,0.88002580785525,0.8637218045112781,0.872484331741064,0.006769707331658217,17
0.017171478271484374,0.010362791090659023,0.2699286937713623,0.04865290254886567,uniform,2,59,10,brute,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 59, 'leaf_size': 10, 'algorithm': 'brute'}",0.8786063382856185,0.8739027305346773,0.8686143234790579,0.8758199326066362,0.8654410076798283,0.8724768665171636,0.00480004482344561,18
0.08773903846740723,0.006604905769125985,1.843056058883667,0.15964281227627922,uniform,1,52,58,kd_tree,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 52, 'leaf_size': 58, 'algorithm': 'kd_tree'}",0.8793530123380476,0.8738664509727202,0.8653498961965874,0.8798300861518116,0.8638925791923419,0.8724584049703017,0.006749283754391488,19
0.10639376640319824,0.031858857292253205,1.5900819778442383,0.08385397440189046,uniform,2,33,36,kd_tree,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 33, 'leaf_size': 36, 'algorithm': 'kd_tree'}",0.8783672570425158,0.8729132295616572,0.8695192708171615,0.8775403135316077,0.8635465329420613,0.8723773207790007,0.0054584666754168235,20
0.010502052307128907,0.0064790746760626725,1.1859834671020508,0.03135519471171112,uniform,1,48,2,brute,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 48, 'leaf_size': 2, 'algorithm': 'brute'}",0.8787310158362963,0.8739957303557409,0.8650967850386038,0.8800251654426566,0.863719448998436,0.8723136291343467,0.006773815464662431,21
0.11654076576232911,0.0036391958393507426,1.9393576622009276,0.03753480408383015,uniform,1,48,5,kd_tree,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 48, 'leaf_size': 5, 'algorithm': 'kd_tree'}",0.8787310158362963,0.8739957303557409,0.8650967850386038,0.8800251654426566,0.863719448998436,0.8723136291343467,0.006773815464662431,21
0.06700735092163086,0.006284655920929079,2.493222713470459,0.2649357619698487,uniform,1,51,46,ball_tree,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 51, 'leaf_size': 46, 'algorithm': 'ball_tree'}",0.8788866219810909,0.8738480436433498,0.865272057020676,0.8798676672885221,0.8636653792718296,0.8723079538410936,0.006737921901525881,23
0.020177078247070313,0.005661221285253557,0.22089076042175293,0.029099784332660025,uniform,2,39,5,brute,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 39, 'leaf_size': 5, 'algorithm': 'brute'}",0.8785428758070329,0.8728854045288881,0.8689530898512491,0.8778818628937346,0.8632471686735637,0.8723020803508936,0.005720645612137688,24
0.055771827697753906,0.006201495982552624,2.247408056259155,0.06043539063723674,uniform,2,35,49,ball_tree,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 35, 'leaf_size': 49, 'algorithm': 'ball_tree'}",0.879424715307107,0.8725362003676328,0.8686949464494307,0.877547915413962,0.8633026302941222,0.872301281566451,0.0058703839657683575,25
0.014507770538330078,0.005482540719555368,1.422087049484253,0.019961092702581375,uniform,1,54,22,brute,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 54, 'leaf_size': 22, 'algorithm': 'brute'}",0.8792070379353656,0.8735169257533949,0.8653219511829522,0.8797367221882457,0.8636605611773795,0.8722886396474676,0.006750190240428144,26
0.08262848854064941,0.0022400484953304816,1.7538750648498536,0.035411673663306394,uniform,1,54,57,kd_tree,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 54, 'leaf_size': 57, 'algorithm': 'kd_tree'}",0.8792070379353656,0.8735169257533949,0.8653219511829522,0.8797367221882457,0.8636605611773795,0.8722886396474676,0.006750190240428144,26
0.10247559547424316,0.0055849520641550075,1.697109079360962,0.019913938243783354,uniform,1,55,21,kd_tree,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 55, 'leaf_size': 21, 'algorithm': 'kd_tree'}",0.8788209120960127,0.8733560756601169,0.8651132736673386,0.8799890832686639,0.8638329418899264,0.8722224573164118,0.006724130218211173,28
0.01610722541809082,0.009437233423887496,1.470692014694214,0.10971509758061838,uniform,1,47,38,brute,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 47, 'leaf_size': 38, 'algorithm': 'brute'}",0.8779451726992764,0.8739320538384419,0.8653479689542676,0.8801636053565217,0.8632699743206274,0.872131755033827,0.006724558443899341,29
0.08296046257019044,0.0021330353064233274,1.697777795791626,0.048335578984391225,uniform,1,46,43,kd_tree,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 46, 'leaf_size': 43, 'algorithm': 'kd_tree'}",0.878100350766644,0.8738990918765458,0.8649807222233523,0.8799333004418086,0.8635991037059498,0.8721025138028601,0.006686566517756301,30
0.14093270301818847,0.03014745026790673,2.075925350189209,0.09042881222158498,uniform,1,46,6,kd_tree,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 46, 'leaf_size': 6, 'algorithm': 'kd_tree'}",0.878100350766644,0.8738990918765458,0.8649807222233523,0.8799333004418086,0.8635991037059498,0.8721025138028601,0.006686566517756301,30
0.01384420394897461,0.006621643294161929,0.9864038467407227,0.026540926505250882,uniform,1,46,55,brute,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 46, 'leaf_size': 55, 'algorithm': 'brute'}",0.878100350766644,0.8738990918765458,0.8649807222233523,0.8799333004418086,0.8635991037059498,0.8721025138028601,0.006686566517756301,30
0.11299648284912109,0.020890243416205583,1.6370150566101074,0.03313698033237837,uniform,1,44,12,kd_tree,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 44, 'leaf_size': 12, 'algorithm': 'kd_tree'}",0.8778288426584293,0.8739853494781308,0.8647718305697036,0.8800858734327273,0.8637241600241204,0.8720792112326222,0.00669332439046089,33
0.018753957748413087,0.00624718871078061,1.5040341377258302,0.10116920472733164,uniform,1,56,37,brute,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 56, 'leaf_size': 37, 'algorithm': 'brute'}",0.8789130557622218,0.8730065504407913,0.8648890711441503,0.8796419663307277,0.8637745894126978,0.8720450466181179,0.006714397600605146,34
0.060881185531616214,0.01536592966457023,2.3329318523406983,0.04719952288081578,uniform,1,56,47,ball_tree,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 56, 'leaf_size': 47, 'algorithm': 'ball_tree'}",0.8789130557622218,0.8730065504407913,0.8648890711441503,0.8796419663307277,0.8637745894126978,0.8720450466181179,0.006714397600605146,34
0.13431825637817382,0.009636371721180741,3.3286411285400392,0.07129050663711894,uniform,2,31,3,kd_tree,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 31, 'leaf_size': 3, 'algorithm': 'kd_tree'}",0.8780277916427299,0.8728453792894428,0.8689758955520318,0.8771761726599479,0.8628766036759705,0.8719803685640246,0.005589657285879315,36
0.08878884315490723,0.012490975888494106,1.7714036464691163,0.061387053277315626,uniform,1,57,58,kd_tree,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 57, 'leaf_size': 58, 'algorithm': 'kd_tree'}",0.878861365412885,0.8728126313662605,0.864723114166623,0.8793379981053112,0.8640956886406036,0.8719661595383366,0.006588025514130526,37
0.010945367813110351,0.006246856439586321,1.242037010192871,0.05839521451941761,uniform,1,59,1,brute,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 59, 'leaf_size': 1, 'algorithm': 'brute'}",0.8781884276972945,0.8726404372211611,0.8648596271642665,0.8793874638749984,0.8644634698502922,0.8719078851616026,0.00634071297121655,38
0.10434250831604004,0.01725824644510991,1.7527237415313721,0.06662416338075075,uniform,1,58,23,kd_tree,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 58, 'leaf_size': 23, 'algorithm': 'kd_tree'}",0.8782877416604096,0.8728698867221512,0.8646802865595191,0.8793429232685268,0.8641144256745761,0.8718590527770365,0.006478766501721346,39
0.017001581192016602,0.0027301907747310523,1.381964921951294,0.03135134602812354,uniform,1,42,25,brute,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 42, 'leaf_size': 25, 'algorithm': 'brute'}",0.8778651222203864,0.8733391666017415,0.8646022332455725,0.8792033055982403,0.8635712658269049,0.8717162186985691,0.0065337353935912505,40
0.023747682571411133,0.0078001778707138016,0.21593847274780273,0.0387256354050304,uniform,2,32,5,brute,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 32, 'leaf_size': 5, 'algorithm': 'brute'}",0.8775155970010609,0.8729556092269521,0.8693078095070864,0.8760306439372525,0.8624027173196147,0.8716424753983933,0.005409208724300544,41
0.06424512863159179,0.002374060519568329,2.2646982192993166,0.061983895163740574,uniform,2,30,58,ball_tree,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 30, 'leaf_size': 58, 'algorithm': 'ball_tree'}",0.8775960755573783,0.8722795679500142,0.8692462448218746,0.8765026030558281,0.8623846226982358,0.8716018228166662,0.005493879813949525,42
0.06213631629943848,0.0063099060422500824,2.3347625732421875,0.04500643427568547,uniform,1,37,35,ball_tree,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 37, 'leaf_size': 35, 'algorithm': 'ball_tree'}",0.877000940914185,0.8741240465645501,0.8643386293238485,0.8785135686105214,0.8638084231426139,0.8715571217111439,0.006273203105809245,43
0.020757627487182618,0.008815333112012937,1.415572738647461,0.04250584009198616,uniform,1,39,21,brute,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 39, 'leaf_size': 21, 'algorithm': 'brute'}",0.8771714227495756,0.8747101915817719,0.8636455715718909,0.8790197897340755,0.8631243607994696,0.8715342672873568,0.006794926200565012,44
0.08915553092956544,0.014685451472845,1.9875691413879395,0.06493212661789467,uniform,2,25,6,ball_tree,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 25, 'leaf_size': 6, 'algorithm': 'ball_tree'}",0.8783642605005253,0.872241255020278,0.8678766179466947,0.8771263856839638,0.8617962798314995,0.8714809597965922,0.006109222815627552,45
0.016951227188110353,0.0027545345044587065,1.4162261009216308,0.10636026828052514,uniform,1,38,23,brute,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 38, 'leaf_size': 23, 'algorithm': 'brute'}",0.8768535752598643,0.8746181549349195,0.8641923730455889,0.8786574690314303,0.8630261787414538,0.8714695502026514,0.006554623462456229,46
0.020952606201171876,0.00748098248225678,1.4485266208648682,0.07053270925199272,uniform,1,41,46,brute,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 41, 'leaf_size': 46, 'algorithm': 'brute'}",0.8774383290254475,0.8733839006928861,0.8639983639854086,0.8791143314540624,0.8631553036727155,0.871418045766104,0.006673316928412647,47
0.0648158073425293,0.002839391814377838,2.4335843563079833,0.08283851909329877,uniform,1,41,38,ball_tree,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 41, 'leaf_size': 38, 'algorithm': 'ball_tree'}",0.8774383290254475,0.8733839006928861,0.8639983639854086,0.8791143314540624,0.8631553036727155,0.871418045766104,0.006673316928412647,47
0.09699716567993164,0.020111983023014007,1.6328799724578857,0.04395643550713242,uniform,1,41,40,kd_tree,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 41, 'leaf_size': 40, 'algorithm': 'kd_tree'}",0.8774383290254475,0.8733839006928861,0.8639983639854086,0.8791143314540624,0.8631553036727155,0.871418045766104,0.006673316928412647,47
0.06527547836303711,0.007998603892337293,2.2175132751464846,0.08675247619755237,uniform,2,27,19,ball_tree,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 27, 'leaf_size': 19, 'algorithm': 'ball_tree'}",0.8784252615339042,0.872205617574462,0.8682129217314773,0.8764330083582161,0.8614837461048384,0.8713521110605795,0.006063210121384769,50
0.09427008628845215,0.022195789495084137,1.6096824645996093,0.03890530653611028,uniform,1,32,49,kd_tree,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 32, 'leaf_size': 49, 'algorithm': 'kd_tree'}",0.8778639450074615,0.8734277786291762,0.8648121955893988,0.8771196403517337,0.8630138658334147,0.8712474850822369,0.006200304285972027,51
0.019077444076538087,0.00611284055990086,0.21939220428466796,0.0408059355782835,uniform,2,31,18,brute,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 31, 'leaf_size': 18, 'algorithm': 'brute'}",0.8771287220262103,0.8722390076137851,0.868363139563394,0.8760309651435492,0.8615662961230828,0.8710656260940042,0.005662742298491241,52
0.08794336318969727,0.006225539350013933,1.5914705753326417,0.0338984944534755,uniform,1,26,54,kd_tree,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 26, 'leaf_size': 54, 'algorithm': 'kd_tree'}",0.877634602525828,0.8727174911580607,0.8648738673436284,0.8758820324906593,0.8635802596032117,0.8709376506242776,0.005716022733501396,53
0.07036032676696777,0.025055802683025565,2.136114168167114,0.09343308209101321,uniform,1,28,22,ball_tree,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 28, 'leaf_size': 22, 'algorithm': 'ball_tree'}",0.8777340235083,0.8732640390132644,0.8646551253403456,0.875580419778085,0.862994914661911,0.8708457044603811,0.005927444318700473,54
0.10831127166748047,0.00921185204143729,2.038178825378418,0.07730979702250139,uniform,1,28,1,ball_tree,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 28, 'leaf_size': 1, 'algorithm': 'ball_tree'}",0.8777340235083,0.8732640390132644,0.8646551253403456,0.875580419778085,0.862994914661911,0.8708457044603811,0.005927444318700473,54
0.06918067932128906,0.00964282320419476,2.161875820159912,0.05530280509816196,uniform,2,22,25,ball_tree,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 22, 'leaf_size': 25, 'algorithm': 'ball_tree'}",0.877096937277239,0.8708456155881827,0.8667855846557249,0.8769029331702461,0.8615426339258946,0.8706347409234576,0.005976237905410219,56
0.02327098846435547,0.009635631605365236,1.372692918777466,0.02867925000829244,uniform,1,24,41,brute,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 24, 'leaf_size': 41, 'algorithm': 'brute'}",0.877794382425538,0.8701276227233772,0.8643716065813184,0.8753051459818377,0.8621134175150795,0.8699424350454301,0.006046051372434841,57
0.01564326286315918,0.00988326892129505,0.19441781044006348,0.018447596329687635,uniform,2,23,40,brute,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 23, 'leaf_size': 40, 'algorithm': 'brute'}",0.8762868007462246,0.8705190995305703,0.8667144908279325,0.8753138185518479,0.8604247289447131,0.8698517877202576,0.005837817185386211,58
0.016451168060302734,0.00026458036656468344,1.2731744289398192,0.11004200652539096,uniform,1,22,19,brute,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 22, 'leaf_size': 19, 'algorithm': 'brute'}",0.8767891496070677,0.8689691381859619,0.8644519083446379,0.8756652182404061,0.8619887894719711,0.8695728407700087,0.005887247511020503,59
0.009363174438476562,0.007645060929074363,1.3682266235351563,0.03012191993970989,uniform,1,22,4,brute,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 22, 'leaf_size': 4, 'algorithm': 'brute'}",0.8767891496070677,0.8689691381859619,0.8644519083446379,0.8756652182404061,0.8619887894719711,0.8695728407700087,0.005887247511020503,59
0.08382453918457031,0.002950632720681785,1.4761608123779297,0.032049161063933684,uniform,1,22,45,kd_tree,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 22, 'leaf_size': 45, 'algorithm': 'kd_tree'}",0.8767891496070677,0.8689691381859619,0.8644519083446379,0.8756652182404061,0.8619887894719711,0.8695728407700087,0.005887247511020503,59
0.09462647438049317,0.006640809683149599,1.4714835166931153,0.023657060846090573,uniform,2,19,32,kd_tree,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 19, 'leaf_size': 32, 'algorithm': 'kd_tree'}",0.8757304071101948,0.8693487358445495,0.8651786928371897,0.8749405768351157,0.8610077183731715,0.8692412262000442,0.005637347839707866,62
0.10028023719787597,0.001077106128709283,1.5463347434997559,0.2120556276122366,uniform,2,18,19,kd_tree,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 18, 'leaf_size': 19, 'algorithm': 'kd_tree'}",0.8762005431446397,0.868929648043301,0.8647869273012077,0.874032098359364,0.8614620111454302,0.8690822455987884,0.005508397602175621,63
0.016932964324951172,0.002593423595688851,1.1935420989990235,0.07013640407406017,uniform,1,19,58,brute,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 19, 'leaf_size': 58, 'algorithm': 'brute'}",0.8761246664206649,0.8684224833114016,0.8651143443575163,0.8745871428400118,0.859937673130194,0.8688372620119578,0.0059900289156141475,64
0.0730679988861084,0.009541842585715693,2.2636642456054688,0.07484317909726906,uniform,2,16,50,ball_tree,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 16, 'leaf_size': 50, 'algorithm': 'ball_tree'}",0.8745966440442015,0.8681033515894087,0.8643636834740043,0.8728540207319392,0.8610087890608271,0.8681852977800762,0.005079686277709711,65
0.020708131790161132,0.011509627864115506,1.2617327690124511,0.06622527124428536,uniform,1,17,53,brute,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 17, 'leaf_size': 53, 'algorithm': 'brute'}",0.8741898634689853,0.868411246278937,0.8637099200515643,0.8742041578656141,0.8582760729575134,0.8677582521245227,0.0061586108986225645,66
0.09479274749755859,0.013246929128717244,1.6021684646606444,0.193579058239798,uniform,1,15,40,kd_tree,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 15, 'leaf_size': 40, 'algorithm': 'kd_tree'}",0.8726662288861511,0.8685110953388362,0.8637725554269537,0.8737905512242671,0.8590632425218893,0.8675607346796195,0.005519738140102178,67
0.07880573272705078,0.02041044141597235,2.214142179489136,0.16008862300800783,uniform,1,15,31,ball_tree,"{'weights': 'uniform', 'p': 1, 'n_neighbors': 15, 'leaf_size': 31, 'algorithm': 'ball_tree'}",0.8726662288861511,0.8685110953388362,0.8637725554269537,0.8737905512242671,0.8590632425218893,0.8675607346796195,0.005519738140102178,67
0.06248650550842285,0.005997828547721025,2.247103786468506,0.0348544045606882,uniform,2,14,35,ball_tree,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 14, 'leaf_size': 35, 'algorithm': 'ball_tree'}",0.8743419379750054,0.8663521938540067,0.8638508228789359,0.8713801121052803,0.8612187509100845,0.8674287635446627,0.004815185453952119,69
0.09375343322753907,0.019251487708054613,1.6626730918884278,0.03353871858605445,distance,2,59,37,kd_tree,"{'weights': 'distance', 'p': 2, 'n_neighbors': 59, 'leaf_size': 37, 'algorithm': 'kd_tree'}",0.8734564598167999,0.8672392773025643,0.8652446473521297,0.8686170955413139,0.8605765524542731,0.8670268064934163,0.004211804205654745,70
0.09379887580871582,0.013735112675897514,1.7561175346374511,0.09394793106495583,distance,2,55,49,kd_tree,"{'weights': 'distance', 'p': 2, 'n_neighbors': 55, 'leaf_size': 49, 'algorithm': 'kd_tree'}",0.8731290876043332,0.8672625005029909,0.8648573787148934,0.8691226742522744,0.8607013946349126,0.8670146071418809,0.004156983426246965,71
0.10020327568054199,0.0008124326957104037,1.7436952590942383,0.026539872341879163,distance,2,55,31,kd_tree,"{'weights': 'distance', 'p': 2, 'n_neighbors': 55, 'leaf_size': 31, 'algorithm': 'kd_tree'}",0.8731290876043332,0.8672625005029909,0.8648573787148934,0.8691226742522744,0.8607013946349126,0.8670146071418809,0.004156983426246965,71
0.09898896217346191,0.0030851331538340873,1.784125804901123,0.1460779153434126,distance,2,55,23,kd_tree,"{'weights': 'distance', 'p': 2, 'n_neighbors': 55, 'leaf_size': 23, 'algorithm': 'kd_tree'}",0.8731290876043332,0.8672625005029909,0.8648573787148934,0.8691226742522744,0.8607013946349126,0.8670146071418809,0.004156983426246965,71
0.10355305671691895,0.00628831036189257,1.7666024208068847,0.07651325748885202,distance,2,55,22,kd_tree,"{'weights': 'distance', 'p': 2, 'n_neighbors': 55, 'leaf_size': 22, 'algorithm': 'kd_tree'}",0.8731290876043332,0.8672625005029909,0.8648573787148934,0.8691226742522744,0.8607013946349126,0.8670146071418809,0.004156983426246965,71
0.08633718490600586,0.007160237163969442,1.697131872177124,0.05102152467150208,distance,2,57,36,kd_tree,"{'weights': 'distance', 'p': 2, 'n_neighbors': 57, 'leaf_size': 36, 'algorithm': 'kd_tree'}",0.8731665443792149,0.8674782515263101,0.8649756899795178,0.8688526468255395,0.8605889724310777,0.8670124210283321,0.004168587974415543,75
0.09771914482116699,0.0032926194284470718,1.6680005073547364,0.060202529266813715,distance,1,53,19,kd_tree,"{'weights': 'distance', 'p': 1, 'n_neighbors': 53, 'leaf_size': 19, 'algorithm': 'kd_tree'}",0.8743798228273145,0.8665944856778136,0.862839234799144,0.8717502488278112,0.8593273811665184,0.8669782346597203,0.0055384071523234,76
0.09367389678955078,0.00827272034544665,1.616102361679077,0.037759886137791604,distance,1,53,25,kd_tree,"{'weights': 'distance', 'p': 1, 'n_neighbors': 53, 'leaf_size': 25, 'algorithm': 'kd_tree'}",0.8743798228273145,0.8665944856778136,0.862839234799144,0.8717502488278112,0.8593273811665184,0.8669782346597203,0.0055384071523234,76
0.052716827392578124,0.0057687961371010385,2.2481372356414795,0.059961107988782986,distance,2,58,34,ball_tree,"{'weights': 'distance', 'p': 2, 'n_neighbors': 58, 'leaf_size': 34, 'algorithm': 'ball_tree'}",0.8732504475549502,0.8673162242201071,0.8649930351603946,0.8688057507062256,0.8603992465785105,0.8669529408440375,0.004243008573772084,78
0.08475184440612793,0.0006546751214416947,1.3222987174987793,0.028765646436802707,uniform,2,13,38,kd_tree,"{'weights': 'uniform', 'p': 2, 'n_neighbors': 13, 'leaf_size': 38, 'algorithm': 'kd_tree'}",0.8748364744228018,0.8650276152748301,0.8641516868188402,0.8703322300967731,0.8603136986348304,0.8669323410496151,0.005083325989097123,79
