day_minus_0,std_importance_0,feature,day_minus_1,std_importance_1,day_minus_2,std_importance_2,day_minus_7,std_importance_7
0.19393425819854085,0.0053131188929757414,smart_187_normalized,0.1810035136745109,0.0019711896759714953,0.17262427902457228,0.007594687164254392,0.16245804461572097,0.0050377102044277975
0.048126462801672765,0.003003092106327606,smart_5_raw,0.040394691190768064,0.003514150797851534,0.05122852667787918,0.004726684455140968,0.036760477943050575,0.0016601421629874613
0.03113022840260682,0.002222168634125913,smart_1_normalized,0.021119358146488354,0.0017028640556113982,0.01225765525829221,0.0016862690843071173,6.598450581929427e-06,0.00010772849864559505
0.024535685509287863,0.0008112002209563602,model_ST12000NM0007,0.0012929933364696166,0.00028548344912335803,0.004997112950861848,0.0005543868276400047,0.0038809084452237964,0.0005120303606407004
0.024510663721422233,0.00260078719245908,smart_9_raw,0.008384728989322765,0.0011901522840964396,0.018406039855584644,0.0019525516336091578,0.00952247041458656,0.0018012333537033838
0.0238297860678246,0.0015774218258649015,model_ST12000NM0008,0.020019153021318292,0.0014247715924268728,0.00593212773518581,0.0005739852253665637,0.006120190352555488,0.0008915158443497793
0.021147713507380383,0.00214809819377393,model_ST8000NM0055,0.014747111643472954,0.0004219443357828727,0.026372635924505273,0.0015426418635307226,0.00807327508572322,0.0007681841182736178
0.016722666505884054,0.0016531686258191318,smart_3_normalized,0.022832122581623614,0.0025059031941049403,0.022286560085243788,0.0008063122212905578,0.02064969533849199,0.0015361770868976593
0.013119912738912776,0.0010136564044642797,model_ST8000DM002,0.009081888672598848,0.002195938709328951,0.016606512656377137,0.002876428660162218,0.004323089592799145,0.00033483262840496383
0.012988801859231102,0.0009542382116673683,model_ST4000DM000,0.0011652493459480828,0.0006376825209744336,0.0010543308884501056,0.0012108675182212608,0.0005141410743070063,0.0005612304916153793
0.009574931073607296,0.0013876930041556335,model_ST14000NM001G,0.008918406099232223,0.0004468110073521012,0.0031708898463426614,0.0015977048110174842,0.0032135870310143976,0.0013658157180975144
0.008691056286689824,0.0003908533572861954,smart_198_raw,0.022099567405897712,0.002712765180676802,0.012496773887112744,0.0014796961992473276,0.01618228941880393,0.0007198712806645396
0.008189332441720798,0.0017876954826730248,smart_5_normalized,0.009895155863822192,0.001628196060617114,0.004559963924761656,0.0012033977312368594,0.0064788855245286655,0.0016881714281099438
0.008177575216097188,0.0007869951603182412,smart_193_normalized,0.0019835771205023445,0.00023920764199753753,0.00509574187434445,0.0008936323526979944,0.009334853525724874,0.000973230451643662
0.00771490509260524,0.0016841125939810286,smart_9_normalized,0.0100066888331652,0.0012130568728109452,0.015307598060955963,0.0018363324797569605,0.02564851724602759,0.0029414528367493115
0.005275870007289929,0.0009740291497829315,smart_240_raw,0.005280161183867671,0.0011315792693963956,0.007360487427745155,0.001397527680419788,0.00678776664253844,0.0018892328221984354
0.005033736934132072,0.0004324863334468403,smart_197_raw,0.009655164132300654,0.0024500287468603482,0.017110787720913657,0.0017348148999333302,0.008146027959305923,0.0005592179987399493
0.004551361810119436,0.0008195518013340632,smart_193_raw,-0.0019354586925597994,0.0007432605622561738,0.003440338228250339,0.000946057112240583,0.004353023336425799,0.0014174701009359424
0.0038673872649239494,0.0005944764427063016,smart_198_normalized,0.010320616544876638,0.002042605156541549,0.0038763141223914443,0.0010726099938281948,0.004276843799665375,0.0008543950524230786
0.0033628405895603786,0.000601398317257704,model_ST3000DM001,0.0009723181803171111,0.00027504993787666297,-0.00014146254647462442,5.357212363531446e-05,0.007613252633999523,0.002616521072887704
0.0029701382912830756,0.0005257423791359716,smart_194_raw,0.0021944919410209706,0.0006323636773769628,0.0005194685540548472,0.00027447162002056195,0.00033737056558635903,0.0003107333885328054
0.0021126555982481365,0.00029209129595885277,smart_188_raw,0.0,0.0,0.0,0.0,0.0,0.0
0.002068778399592164,0.000703146601410565,smart_197_normalized,0.0019171319472766513,0.0012218455958739702,0.0041489099315063175,0.0010158141414083046,0.00038523057195254394,0.00014262334069039517
0.0011473024155753465,0.0008373015362275768,smart_242_raw,-0.00041899914527612216,0.00039322320891539773,-0.0002836404173144791,0.00022161240367714457,-7.566978521338364e-05,0.0010838045251339954
0.000676465268223625,0.00011361271890284463,capacity_bytes,-0.0002711557757624883,5.4636793864051065e-05,0.018041825301766724,0.001317509480720379,0.0005712332475817483,0.00010673354118279016
0.0006460444746520189,0.00019003540198343094,smart_12_raw,0.004111395161367493,0.0005516593341405797,0.005368137392636929,0.0009336941647110366,0.001575103960996116,0.0004371421681806685
0.0005216480944523871,4.300634210649049e-05,smart_241_raw,2.2844102154495617e-05,0.00016012037387172864,0.0002654711784369157,0.0001411984807458121,5.697889515312582e-05,0.00016323389602154278
0.0004895281214199576,0.0006400454211234798,smart_187_raw,0.0006727716743424983,0.00044529351689609925,0.00016114827300675038,0.0002356295849272362,0.0007102538222869992,0.0002238317530543637
0.0003869470130068553,0.00019937006774530387,smart_1_raw,-9.209118027535546e-05,0.0005509673238577583,8.55814070602312e-05,0.0001845414510133221,0.0002469463050375653,0.00011360251750164341
0.00035389523188309455,0.00015852657102128422,smart_190_raw,0.00020716941703646796,0.0001228853393172949,0.0004198954024100754,0.00024135033059446365,-5.012556879777641e-05,9.061860324241637e-05
0.0003149511348873535,0.0004543989348536067,smart_188_normalized,0.00030832390192121474,0.00029952076435635485,0.0005284530280825317,0.0002615415801302266,0.0,0.0
0.0002156313547940991,9.160692400210517e-05,smart_7_raw,0.0001423539231885096,0.00020863306596410146,0.00016149162870204847,0.0003285371274677738,0.0003973230114308945,0.0002918311599194375
0.00013716763227558104,8.307793695730322e-05,smart_199_raw,0.00030366359071822837,0.0001335038369717721,0.0004148595188786075,0.00014142208087603248,-4.624579313374788e-05,0.0005901519543264419
1.9732406640993183e-05,5.3087147760211085e-05,smart_4_raw,0.0003510958378702744,7.938922169143657e-05,0.00037465828955074443,0.00016988280865254648,0.00021638953174216713,0.00024495724917121694
2.658393672438919e-06,1.901913667768475e-06,smart_7_normalized,0.0018810216831699257,0.0005165546822597099,0.0011917876184792675,0.0006089295090153337,0.0007085263309329459,0.00041376612706393103
1.918428422564844e-07,1.3974434238710023e-07,smart_192_raw,0.03114088563925097,0.002425499620080026,0.02623609480966369,0.0024084178572695036,-2.095645249156064e-06,1.4142763271260764e-06
0.0,0.0,smart_10_normalized,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,smart_3_raw,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,smart_12_normalized,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,smart_10_raw,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,smart_241_normalized,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,smart_242_normalized,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,smart_240_normalized,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,smart_199_normalized,0.0,0.0,0.0,0.0,0.0,0.0
-1.3566029565770244e-05,1.1287529317695397e-05,smart_4_normalized,0.0,0.0,1.771143128395103e-05,4.048765228006721e-05,-0.0002206941003621399,0.00020310728107318594
-2.5268442948700454e-05,0.00013590898172914144,smart_192_normalized,0.00012837298957955046,0.00012763364278026946,9.53956573516157e-05,0.00012964306088570713,8.532674507784055e-05,8.838613905770647e-05
-2.721427749254879e-05,0.0001583483228306248,smart_190_normalized,0.0007479656526486079,0.00033218230525976146,0.0007291444320010277,0.0003162345590395705,0.003099770838360061,0.0007886409207446964
-5.185237967353373e-05,0.0001428621828739855,smart_194_normalized,0.0007395885288297377,0.0006813826849125789,0.001637692214810227,0.00038016605215843727,0.0007662698534067536,0.00023984284284700382
